규격정제,No,접수일자,접수번호,상태,상호,담당자,사용자,제품명,모델ㆍ규격,수입국,연간수입예정량,HSK No,구분,사용여부,대리인,저장일자,소속,등록(등록),등록(면제),기존(등록),기존(면제),신규(등록),신규(면제),유독물질,허가물질,제한물질,금지물질,사고대비물질,유독물질,허가물질,제한물질,금지물질,사고대비물질
RCS03,440,2021-02-25,42102220027,승인,영인에스티 주식회사,한상국,이영광,pH Probe Storage Solution,pH Probe Storage Solution Catalog# RCS03,United States,10,3822.00-3048,WEB,Y,,2021-02-22,,,,,O,,,,,,,,,,,,
RCS01,441,2021-02-25,42102220029,승인,영인에스티 주식회사,한상국,이영광,pH 7 Standard Cell Solution,pH 7 Standard Cell Solution Catalog# RCS01,United States,5,3822.00-3048,WEB,Y,,2021-02-22,,,,,O,,,O,,,,,,,,,
STD78532-01,442,2021-02-17,42102170192,승인,영인에스티 주식회사,송정화,이영광,STD 78532-01 M500 Super iOS Single Pt Validation,STD 78532-01 M500 Super iOS Single Pt Validation,United States,50,3822.00-3048,WEB,Y,,2021-02-17,,,,,O,,,,,,,,,,,,
STD78632-01,443,2021-02-15,42102150231,승인,영인에스티 주식회사,송정화,이영광,STD78632-01 M500 Single Pt Validation Set,STD78632-01 M500 Single Pt Validation Set,United States,100,3822.00-3048,WEB,Y,,2021-02-15,,,,,O,,,,,,,,,,,,
,444,2020-12-01,42012010011,승인,영인에스티 주식회사,한상국,이영광,DO Electrode Internal Filling Solution,P/N 221595-A01,United States,1,9027.80-2090,WEB,Y,,2020-12-01,,,,,O,,,O,,,,,,,,,
STD97006-02,445,2020-11-24,42011240109,승인,영인에스티 주식회사,송정화,이영광,"STD 97006-02 WATER (REAGENT WATER, Rw) (CheckPoint Linearity TOC Set)","Linearity set for CheckPoint TOC Sensor including one linearity blank,one each of 250ug C/L, 375ug C/L, and 500ug C/L as sucrose in DUCTvials.",United States,10,3822.00-3048,WEB,Y,,2020-11-24,,,,,O,,,,,,,,,,,,
STD74553-01,446,2020-11-24,42011240111,승인,영인에스티 주식회사,송정화,이영광,"STD 74553-01 WATER (REAGENT WATER, Rw) (5-Point Linearity set)",5-Point Linearity Set,United States,10,3822.00-3048,WEB,Y,,2020-11-24,,,,,O,,,,,,,,,,,,
STD74553-01,447,2020-11-23,42011230321,승인,영인에스티 주식회사,송정화,이영광,STD 74553-01 Sucrose Soultion (5-Point Linearity set),5-Point Linearity Set,United States,10,3822.00-3048,WEB,Y,,2020-11-23,,,,,O,,,,,,,,,,,,
STD97006-02,448,2020-11-11,42011110408,승인,영인에스티 주식회사,송정화,이영광,STD 97006-02 Sucrose Soultion (CheckPoint Linearity TOC Set),"Linearity set for CheckPoint TOC Sensor including one linearity blank,one each of 250ug C/L, 375ug C/L, and 500ug C/L as sucrose in DUCTvials.",United States,10,3822.00-3048,WEB,Y,,2020-11-11,,,,,O,,,,,,,,,,,,
SOL1000,449,2020-10-22,42010220564,승인,영인에스티 주식회사,한상국,이영광,1000uS/cm Conductivity Solution,P/N SOL1000,United States,5,3822.00-3048,WEB,Y,,2020-10-22,,,,,O,,,,,,,,,,,,
SOL5000,450,2020-10-22,42010220566,승인,영인에스티 주식회사,한상국,이영광,5000uS/cm Conductivity Solution,P/N SOL5000,United States,5,3822.00-3048,WEB,Y,,2020-10-22,,,,,O,,,,,,,,,,,,
905985,453,2020-02-18,42002180384,승인,영인에스티 주식회사,전지나,이영광,Medi Gel 2010(Q-Matrix Hydra),P/N 905985,United States,2,3815.19-9000,WEB,Y,,2020-02-18,,,,,,,,,,,,,,,,,
,454,2020-02-07,42002070602,승인,영인에스티 주식회사,전지나,이영광,"Oil Standard 3, 4, 5…Frequency check standard",PN 523010,United States,0.01,3815.90-9000,WEB,Y,,2020-02-07,,,,,,,,,,,,,,,,,
TD-120,455,2019-08-13,41908130031,승인,영인에스티 주식회사,한상국,이영광,Cleaning Solution,"P/N 13440 / Cleangin Solution for TD-107, TD-120, TD-5100",Canada,5,9027.50-5080,WEB,Y,,2019-08-13,,,,,,,,,,,,,,,,,
TD-120,456,2019-08-13,41908130010,승인,영인에스티 주식회사,한상국,이영광,TD-120 and TD-107s Functional Check Solution,P/N 106424,Canada,5,9027.50-5080,WEB,Y,,2019-08-13,,,,,,,,,,,,,,,,,
STD77035-01,457,2019-01-02,41901020136,승인,영인에스티 주식회사,박준현,이영광,Hydrochloric Acid Solution (Conductivity Standard),STD 77035-01,United States,2,3822.00-3048,WEB,Y,,2019-01-02,,,,,,,,O,,,,O,,,,,
,458,2018-12-20,41812200257,승인,영인에스티 주식회사,최승민,이영광,Catalyst for aue-100,AUE-101,United States,4,3208.10-1090,WEB,Y,,2018-12-20,,,,,O,,,O,,,,,,,,,
,459,2018-12-20,41812200277,승인,영인에스티 주식회사,최승민,이영광,Acrylic urethane enamel,AUE-100,United States,1,3208.10-1090,WEB,Y,,2018-12-20,,,,,O,,,O,,,,O,,,,,
RDOK2,460,2018-09-27,41809270139,승인,영인에스티 주식회사,한상국,이영광,Ozone Electrolyte,Ozone Electrolyte / P/N: RDOK2,United States,1,3822.00-3048,WEB,Y,,2018-09-27,,,,,,,,,,,,,,,,,
,461,2018-07-09,41807090104,승인,영인에스티 주식회사,한상국,이영광,"Fluoride, 1000 PPM Standard","P/N : 110902 / Fluoride, 1000 PPM Standard",United States,5,3822.00-3048,WEB,Y,,2018-07-09,,,,,O,,,O,,,,,,,,,
,464,2018-05-28,41805280918,승인,영인에스티 주식회사,전지나,이영광,UN1475 Magnesium Perchlorate Adsorbent (25g),C10-014,Italy,1,3815.90-9000,WEB,Y,,2018-05-28,,,,,,,,,,,,,,,,,
,465,2018-05-28,41805280933,승인,영인에스티 주식회사,전지나,이영광,Chromosorb W 30-60 Mesh Acid Washed (10g),C10-012,Italy,0.1,3815.90-9000,WEB,Y,,2018-05-28,,,,,,,,,,,,,,,,,
C10-004,466,2018-05-28,41805280946,승인,영인에스티 주식회사,전지나,이영광,"COPPER REDUCED 0,7MM -WIRES -VIAL (100G)",C10-004,Italy,1,3815.90-9000,WEB,Y,,2018-05-28,,,,,,,,,,,,,,,,,
C10-084,467,2018-05-28,41805280925,승인,영인에스티 주식회사,전지나,이영광,Packed Reactor 18-6mm CHNS (1pcs),C10-084,Italy,1,3815.90-9000,WEB,Y,,2018-05-28,,,,,,,,,,,,,,,,,
,468,2018-05-28,41805280924,승인,영인에스티 주식회사,전지나,이영광,Packed Reactor 18-6mm CHN (1pcs),C10-081,Italy,1,3815.90-9000,WEB,Y,,2018-05-28,,,,,,,,,,,,,,,,,
C10-016,469,2018-05-28,41805280922,승인,영인에스티 주식회사,전지나,이영광,Quartz Turnings (100g),C10-016,Italy,1,3815.90-9000,WEB,Y,,2018-05-28,,,,,,,,,,,,,,,,,
C10-017,470,2018-05-28,41805280920,승인,영인에스티 주식회사,전지나,이영광,Quartz Wool (5g),C10-017,Italy,1,3815.90-9000,WEB,Y,,2018-05-28,,,,,,,,,,,,,,,,,
,471,2018-05-28,41805280917,승인,영인에스티 주식회사,전지나,이영광,Acetanilide (5g),112933,Italy,1,3815.90-9000,WEB,Y,,2018-05-28,,,,,,,,,,,,,,,,,
,472,2018-05-28,41805280916,승인,영인에스티 주식회사,전지나,이영광,Sulphanilamide (1g),C10-025,Italy,1,3815.90-9000,WEB,Y,,2018-05-28,,,,,,,,,,,,,,,,,
C10-006,473,2018-05-28,41805280915,승인,영인에스티 주식회사,전지나,이영광,Nickel Plated Carbon (2.5g),C10-006,Italy,1,3815.90-9000,WEB,Y,,2018-05-28,,,,,,,,,,,,,,,,,
C10-009,474,2018-05-28,41805280913,승인,영인에스티 주식회사,전지나,이영광,Silvered Cobalt Oxide (25g),C10-009,Italy,1,3815.90-9000,WEB,Y,,2018-05-28,,,,,,,,,,,,,,,,,
C10-007,475,2018-05-28,41805280909,승인,영인에스티 주식회사,전지나,이영광,Tungsten Oxide-granules (25g),C10-007,Italy,1,3815.90-9000,WEB,Y,,2018-05-28,,,,,,,,,,,,,,,,,
CAL-CAL,476,2018-05-14,41805140776,승인,영인에스티 주식회사,홍민기,이영광,CAL-CAL,", 500 ml bottle of 1000ppm Calcium Stock Solution for Dilution.",United Kingdom,1,3822.00-3048,WEB,Y,,2018-05-14,,,,,,,,,,,,,,,,,
STD68205-01,477,2018-05-14,41805140773,승인,영인에스티 주식회사,홍민기,이영광,potassium Hydrogen Phthalate Solutions,"STD 68205-01, InnovOx TOC Cal, 5 mg/L",United States,1,3822.00-3048,WEB,Y,,2018-05-14,,,,,,,,,,,,,,,,,
STD68202-01,478,2018-05-14,41805140767,승인,영인에스티 주식회사,홍민기,이영광,potassium Hydrogen Phthalate Solutions,"STD 68202-01, InnovOx TOC Cal, 2 mg/L",United States,1,3822.00-3048,WEB,Y,,2018-05-14,,,,,,,,,,,,,,,,,
CAL-TPH-XDC200,479,2018-04-20,41804200326,승인,영인에스티 주식회사,한상국,이영광,CAL-TPH-XDC200,Calibration Solution,United States,5,3822.00-3048,WEB,Y,,2018-04-20,,,,,O,,,O,,,,O,,,,,
,480,2018-04-12,41804120286,승인,영인에스티 주식회사,한상국,이영광,Ross Reference Electrode Solution,oss Reference Electrode Solution Catalog# 2001FS.,United States,5,3822.00-3048,WEB,Y,,2018-04-12,,,,,O,,,O,,,,,,,,,
ORP-250,481,2018-03-20,41803200017,승인,영인에스티 주식회사,한상국,이영광,ORP-250,BUFFER SOLUTION ORP 250,United Kingdom,5,3822.00-3048,WEB,Y,,2018-03-20,,,,,,,,,,,,,,,,,
,482,2018-03-20,41803200016,승인,영인에스티 주식회사,한상국,이영광,pH-10/600,BUFFER SOLUTION pH 10,United Kingdom,5,3822.00-3048,WEB,Y,,2018-03-20,,,,,,,,,,,,,,,,,
AMM-CAL,483,2018-03-05,41803050206,승인,영인에스티 주식회사,한상국,이영광,AMM-CAL,AMMONIUM ISE CALIBRATING SOLUTION,United Kingdom,5,3822.00-3048,WEB,Y,,2018-03-05,,,,,,,,,,,,,,,,,
,484,2018-03-05,41803050200,승인,영인에스티 주식회사,한상국,이영광,pH-401/600,BUFFER SOLUTION pH 4,United Kingdom,5,3822.00-3048,WEB,Y,,2018-03-05,,,,,,,,,,,,,,,,,
NIT-CAL,485,2018-03-05,41803050204,승인,영인에스티 주식회사,한상국,이영광,NIT-CAL,NITRATE ISE CALIBRATING SOLUTION,United Kingdom,5,3822.00-3048,WEB,Y,,2018-03-05,,,,,,,,,,,,,,,,,
,486,2018-03-05,41803050210,승인,영인에스티 주식회사,한상국,이영광,pH-700/600,BUFFER SOLUTION pH 7,United Kingdom,5,3822.00-3048,WEB,Y,,2018-03-05,,,,,,,,,,,,,,,,,
,487,2018-02-27,41802270331,승인,영인에스티 주식회사,전지나,이영광,Chromium Oxide-granules (25g),E10101,Italy,1,3815.90-9000,WEB,Y,,2018-02-27,,,,,,,,,,,,,,,,,
,488,2018-02-27,41802270167,승인,영인에스티 주식회사,전지나,이영광,"COPPER REDUCED PURE 0,7MM -WIRES -VIAL (100G) E10131",E10131,Italy,1,3815.90-9000,WEB,Y,,2018-02-27,,,,,,,,,,,,,,,,,
,500,2018-02-09,41802090168,승인,영인에스티 주식회사,유병국,이영광,PreLude™ 420,Saint Gobain Crystals,United States,3,9030.10-0000,WEB,Y,,2018-02-09,,,,,,,,,,,,,,,,,
,501,2018-02-09,41802090150,승인,영인에스티 주식회사,유병국,이영광,Cadmium Tungstate Scintillation Crystal,Saint Gobain Crystals,United States,1,9030.10-0000,WEB,Y,,2018-02-09,,,,,,,,O,,,,,,,,,
,502,2018-02-09,41802090144,승인,영인에스티 주식회사,유병국,이영광,Calcium Fluoride (EU),Saint Gobain Crystals,United States,1,9030.10-0000,WEB,Y,,2018-02-09,,,,,,,,,,,,,,,,,
,507,2018-02-08,41802080224,승인,영인에스티 주식회사,유병국,이영광,Bismuth Germanate Crystal,Saint Gobain Crystals,United States,30,9030.10-0000,WEB,Y,,2018-02-08,,,,,,,,,,,,,,,,,
,508,2018-02-02,41802020022,승인,영인에스티 주식회사,이영광,이영광,Formic Acid (Acid Reagent),Reagent,United States,10,3822.00-3048,WEB,Y,,2018-02-02,,,,,O,,,,,,,O,,,,,
,509,2018-01-31,41801310507,승인,영인에스티 주식회사,이영광,이영광,Silica Reagent #1,TFS Orion Silica Analyzer Reagent,United States,5,3822.00-3048,WEB,Y,,2018-01-31,,,,,O,,,O,,,,O,,,,,
,510,2018-01-31,41801310517,승인,영인에스티 주식회사,이영광,이영광,Silca Standard - 200 ppb,TFS Orion Silica Analyzer Calibration,United States,5,3822.00-3048,WEB,Y,,2018-01-31,,,,,,,,,,,,,,,,,
,511,2018-01-31,41801310516,승인,영인에스티 주식회사,이영광,이영광,Silca Standard - 100 ppb,TFS Orion Silica Analyzer Calibration,United States,5,3822.00-3048,WEB,Y,,2018-01-31,,,,,,,,,,,,,,,,,
,512,2018-01-31,41801310515,승인,영인에스티 주식회사,이영광,이영광,Orion 181073 Reference Electrode Internal Filling Solution,Reference Electrode Filling Solution,United States,5,9027.80-2090,WEB,Y,,2018-01-31,,,,,,,,,,,,,,,,,
,513,2018-01-31,41801310514,승인,영인에스티 주식회사,이영광,이영광,Silica Reagent #3,TFS Orion Silica Analyzer Reagent,United States,5,3822.00-3048,WEB,Y,,2018-01-31,,,,,,,,,,,,,,,,,
,514,2018-01-31,41801310512,승인,영인에스티 주식회사,이영광,이영광,Silica Reagent #2,TFS Orion Silica Analyzer Reagent,United States,5,3822.00-3048,WEB,Y,,2018-01-31,,,,,,,,,,,,,,,,,
STD68410,515,2018-01-29,41801290050,승인,영인에스티 주식회사,이영광,이영광,Potassium Hydrogen Phthalate Solutions,Potassium Hydrogen Phthalate Solutions / STD 68410,United States,1,3822.00-3048,WEB,Y,,2018-01-29,,,,,,,,,,,,,,,,,
,516,2018-01-29,41801290058,승인,영인에스티 주식회사,이영광,이영광,DO Electrode Internal Filling Solution,DO Electrode Internal Filling Solution / 181622,United States,1,9027.80-2090,WEB,Y,,2018-01-29,,,,,O,,,O,,,,,,,,,
,517,2018-01-19,41801190062,승인,영인에스티 주식회사,한상국,이영광,0.1 M HF Etch Solution for Sodium Electrode,0.1 M HF Etch Solution for Sodium Electrode,United States,1,3822.00-3048,WEB,Y,,2018-01-19,,,,,O,,,O,,,,,,,,,
DO-25,518,2018-01-09,41801090155,승인,영인에스티 주식회사,이영광,이영광,DO-25,issolved oxygen electrode filling solution,United Kingdom,1,8543.70-9090,WEB,Y,,2018-01-09,,,,,,,,,,,,,,,,,
CHL-CAL,519,2018-01-09,41801090154,승인,영인에스티 주식회사,이영광,이영광,CHL-CAL,Chloride Calibration Solution,United Kingdom,1,8543.70-9090,WEB,Y,,2018-01-09,,,,,,,,,,,,,,,,,
CAL-CAL,520,2018-01-09,41801090139,승인,영인에스티 주식회사,이영광,이영광,CAL-CAL,ISE Standard Calcium 1000ppm,United Kingdom,1,8543.70-9090,WEB,Y,,2018-01-09,,,,,,,,,,,,,,,,,
RC-600,521,2018-01-09,41801090158,승인,영인에스티 주식회사,이영광,이영광,RC-600,RAPIDCAL SOLUTION,United Kingdom,1,8543.70-9090,WEB,Y,,2018-01-09,,,,,,,,,,,,,,,,,
ZO-600,522,2018-01-09,41801090157,승인,영인에스티 주식회사,이영광,이영광,ZO-600,zero oxygen standard solution,United Kingdom,1,8543.70-9090,WEB,Y,,2018-01-09,,,,,,,,,,,,,,,,,
CAL-TPH-XD2000,523,2017-11-21,41711210169,승인,영인에스티 주식회사,한상국,이영광,CAL-TPH-XD2000,Reagent,United States,1,2905.11-0000,WEB,Y,,2017-11-21,,,,,O,,,O,,,,O,,,,,
100057F4,524,2017-10-10,41710100175,승인,영인에스티 주식회사,최환희,이영광,100057F4 Reference Filling Solution,Reagent,United States,1,3822.00-3048,WEB,Y,,2017-10-10,,,,,,,,,,,,O,,,,,
AK02-B,"비대상(자연존재물질, 아미노산)",,,,영인엠텍,,,5MMOL ACID KIT 20 NATIJRAL,,,,,,,,,,,,,,,,,,,,,,,,,
R008-B5,,,,,영인엠텍,,,R008-B5,,,,,,,,,,,,,,,,,,,,,,,,,
R008-A,,,,,영인엠텍,,,R008-A,,,,,,,,,,,,,,,,,,,,,,,,,
R008-B,,,,,영인엠텍,,,R008-B,,,,,,,,,,,,,,,,,,,,,,,,,
R008-C,,,,,영인엠텍,,,R008-C,,,,,,,,,,,,,,,,,,,,,,,,,
A032-C,,,,,영인엠텍,,,"아미노산, 별표1 자연발생",,,,,,,,,,,,,,,,,,,,,,,,,
S001-C,525,2023-11-13,42311130092,승인,영인엠텍 주식회사,이영직,전지나,Oxyma Pure,"S001-C, S001-D",United States,100,9027.80-1000,WEB,Y,,2023-11-13,,,,,,O,,,,,,,,,,,
S001-D,525,2023-11-13,42311130092,승인,영인엠텍 주식회사,이영직,전지나,Oxyma Pure,"S001-C, S001-D",United States,100,9027.80-1000,WEB,Y,,2023-11-13,,,,,,O,,,,,,,,,,,
R003-B5,526,2023-08-23,42308230502,승인,영인엠텍 주식회사,이영직,전지나,Rink amide Protide Resins,"R003-A, R003-B, R003-B5, R003-C",United States,1,9027.80-1000,WEB,Y,,2023-08-23,,,,,,O,,,,,,,,,,,
B2036,527,2023-08-23,42308230459,승인,영인엠텍 주식회사,이영직,전지나,Sulphanilamide AOS,B2036,United Kingdom,0.2,9027.80-1000,WEB,Y,,2023-08-23,,,,O,,,,,,,,,,,,,
B1017,528,2023-08-23,42308230451,승인,영인엠텍 주식회사,이영직,전지나,Silica (Quartz) Wool Very Fine 5gm,B1017,United Kingdom,0.5,9027.80-1000,WEB,Y,,2023-08-23,,,,O,,,,,,,,,,,,,
B1016,529,2023-08-23,42308230422,승인,영인엠텍 주식회사,이영직,전지나,Copper Wires Coarse Wires Reduced 6 x 0.65mm 100gm,B1016,United Kingdom,1,9027.80-1000,WEB,Y,,2023-08-23,,,,O,,,,,,,,,,,,,
B1004,530,2023-08-23,42308230415,승인,영인엠텍 주식회사,이영직,전지나,Chromium Oxide Granular 0.85 to 1.7mm 25gm,B1004,United Kingdom,0.5,9027.80-1000,WEB,Y,,2023-08-23,,,,O,,,,,,,,,,,,,
B1000,531,2023-07-21,42307210040,승인,영인엠텍 주식회사,이영직,전지나,Cobaltous(ic) Oxide Silvered Granular,B1000,United Kingdom,0.2,9027.80-1000,WEB,Y,,2023-07-21,,,,O,,,,,,,,,,,,,
R002-B5,532,2023-07-21,42307210123,승인,영인엠텍 주식회사,이영직,전지나,Rink amide Protide Resins (LL),"R002-A, R002-B, R002-C R002-B5",United States,0.05,9027.80-1000,WEB,Y,,2023-07-21,,,,,,O,,,,,,,,,,,
SAMPLE,533,2023-07-17,42307170318,승인,영인엠텍 주식회사,전지나,전지나,LIQUID SAMPLE SUBSTRATE 100G,650-00020,United States,0.5,9027.80-1000,WEB,Y,,2023-07-17,,,,O,,,,,,,,,,,,,
650-00015-3,534,2023-06-05,42306050282,승인,영인엠텍 주식회사,송영동,전지나,HYDRA C CATALYST,650-00015-3,United States,2.6,9027.80-1000,WEB,Y,,2023-06-05,,,,O,,,,,,,,,,,,,
650-00015-3,535,2024-01-18,42401180160,승인,"영인크로매스 주식회사 YOUNG IN Chromass co., Ltd.",김규현,김규현,Fase Mobile A CDT 1L,Fase Mobile A CDT 1L,Italy,10,3822.19-3099,WEB,Y,,2024-01-18,,,,,O,,O,,,,,,,,,,
RegenteBCDT,536,2024-01-18,42401180170,승인,"영인크로매스 주식회사 YOUNG IN Chromass co., Ltd.",김규현,김규현,Regente B CDT 10mL,Regente B CDT 10mL,Italy,0.1,3822.19-3099,WEB,Y,,2024-01-18,,,,,O,,O,,,,,,,,,,
FaseMobileBCDT,537,2024-01-18,42401180164,승인,"영인크로매스 주식회사 YOUNG IN Chromass co., Ltd.",김규현,김규현,Fase Mobile B CDT 500mL,Fase Mobile B CDT 500mL,Italy,5,3822.19-3099,WEB,Y,,2024-01-18,,,,,O,,O,,,,,,,,,,
,538,2024-01-18,42401180175,승인,"영인크로매스 주식회사 YOUNG IN Chromass co., Ltd.",김규현,김규현,Soluzione di Lavaggio Colonna CDT 250mL,Soluzione di Lavaggio Colonna CDT 250mL,Italy,2.5,3822.19-3099,WEB,Y,,2024-01-18,,,,,O,,O,,,,,,,,,,
,539,2024-01-18,42401180166,승인,"영인크로매스 주식회사 YOUNG IN Chromass co., Ltd.",김규현,김규현,Regente A CDT 25mg,Regente A CDT 25mg,Italy,2.5,3822.19-3099,WEB,Y,,2024-01-18,,,,,O,,O,,,,,,,,,,
,540,2024-01-18,42401180172,승인,"영인크로매스 주식회사 YOUNG IN Chromass co., Ltd.",김규현,김규현,Regente C2 CDT 3mL,Regente C2 CDT 3mL,Italy,0.03,3822.19-3099,WEB,Y,,2024-01-18,,,,,O,,O,,,,,,,,,,
,541,2024-01-18,42401180176,승인,"영인크로매스 주식회사 YOUNG IN Chromass co., Ltd.",김규현,김규현,Soluzione di Riposo Colonna CDT 250mL,Soluzione di Riposo Colonna CDT 250mL,Italy,2.5,3822.19-3099,WEB,Y,,2024-01-18,,,,,O,,O,,,,,,,,,,
,542,2024-01-18,42401180171,승인,"영인크로매스 주식회사 YOUNG IN Chromass co., Ltd.",김규현,김규현,Regente C CDT 40mg,Regente C CDT 40mg,Italy,0.4,3822.19-3099,WEB,Y,,2024-01-18,,,,,O,,O,,,,,,,,,,
,543,2024-01-18,42401180168,승인,"영인크로매스 주식회사 YOUNG IN Chromass co., Ltd.",김규현,김규현,Regente A2 CDT 10mL,Regente A2 CDT 10mL,Italy,0.1,3822.19-3099,WEB,Y,,2024-01-18,,,,,O,,O,,,,,,,,,,
,544,2024-01-18,42401180160,승인,"영인크로매스 주식회사 YOUNG IN Chromass co., Ltd.",김규현,김규현,Fase Mobile A CDT,1L,Italy,10,3822.19-3099,WEB,Y,,2024-01-18,,,,,O,,O,,,,,,,,,,
,545,2024-01-18,42401180170,승인,"영인크로매스 주식회사 YOUNG IN Chromass co., Ltd.",김규현,김규현,Regente B CDT,10mL,Italy,0.1,3822.19-3099,WEB,Y,,2024-01-18,,,,,O,,O,,,,,,,,,,
,546,2024-01-18,42401180164,승인,"영인크로매스 주식회사 YOUNG IN Chromass co., Ltd.",김규현,김규현,Fase Mobile B CDT,500mL,Italy,5,3822.19-3099,WEB,Y,,2024-01-18,,,,,O,,O,,,,,,,,,,
,547,2024-01-18,42401180175,승인,"영인크로매스 주식회사 YOUNG IN Chromass co., Ltd.",김규현,김규현,Soluzione di Lavaggio Colonna CDT,250mL,Italy,2.5,3822.19-3099,WEB,Y,,2024-01-18,,,,,O,,O,,,,,,,,,,
,548,2024-01-18,42401180166,승인,"영인크로매스 주식회사 YOUNG IN Chromass co., Ltd.",김규현,김규현,Regente A CDT,25mg,Italy,2.5,3822.19-3099,WEB,Y,,2024-01-18,,,,,O,,O,,,,,,,,,,
,549,2024-01-18,42401180172,승인,"영인크로매스 주식회사 YOUNG IN Chromass co., Ltd.",김규현,김규현,Regente C2 CDT,3mL,Italy,0.03,3822.19-3099,WEB,Y,,2024-01-18,,,,,O,,O,,,,,,,,,,
,550,2024-01-18,42401180176,승인,"영인크로매스 주식회사 YOUNG IN Chromass co., Ltd.",김규현,김규현,Soluzione di Riposo Colonna CDT,250mL,Italy,2.5,3822.19-3099,WEB,Y,,2024-01-18,,,,,O,,O,,,,,,,,,,
,551,2024-01-18,42401180171,승인,"영인크로매스 주식회사 YOUNG IN Chromass co., Ltd.",김규현,김규현,Regente C CDT,40mg,Italy,0.4,3822.19-3099,WEB,Y,,2024-01-18,,,,,O,,O,,,,,,,,,,
,552,2024-01-18,42401180168,승인,"영인크로매스 주식회사 YOUNG IN Chromass co., Ltd.",김규현,김규현,Regente A2 CDT,10mL,Italy,0.1,3822.19-3099,WEB,Y,,2024-01-18,,,,,O,,O,,,,,,,,,,
,553,2024-01-12,42401120162,승인,"영인크로매스 주식회사 YOUNG IN Chromass co., Ltd.",김규현,나태화,"394127601 STANDARD TUNING:Polytyrosine, 1-3–6 Standard Solid 500mg","394127601 STANDARD TUNING:Polytyrosine, 1-3–6 Standard Solid 500mg",Germany Federal Republic,0.005,3822.19-3099,WEB,,,2024-01-12,,,O,,,,O,,,,,,,,,,
,554,2023-11-08,42311080063,승인,"영인크로매스 주식회사 YOUNG IN Chromass co., Ltd.",김규현,김규현,Sodium Diluent for Amino Acids Analysis 950ml,Sodium Diluent for Amino Acids Analysis 950ml,United States,3,3822.90-0020,WEB,Y,,2023-11-08,,,,,O,,,O,,,,,,,,,
,555,2023-05-02,42305020334,승인,"영인크로매스 주식회사 YOUNG IN Chromass co., Ltd.",김규현,김규현,OFN EI Checkout Standard 1 pg/μL 3ml,OFN EI Checkout Standard 1 pg/μL 3ml,Spain,0.001,3822.00-3050,WEB,Y,,2023-05-02,,,,,O,,O,,,,,,,,,,
,556,2023-05-02,42305020328,승인,"영인크로매스 주식회사 YOUNG IN Chromass co., Ltd.",김규현,김규현,Perfluorotributylamine 0.5ml,Perfluorotributylamine 0.5ml,Spain,0.001,3822.00-3050,WEB,Y,,2023-05-02,,,,,O,,,,,,,,,,,,
AT31FH KIT,,2024-06-28,42406280282,승인,"영인크로매스 주식회사 YOUNG IN Chromass co., Ltd.",김규현,김규현,Sodium Calibration Standards,5ml,United States,0.5,3822.19-3099,WEB,Y,,2024-06-28,,,,,O,,O,O,,,,,,,,,
,557,2018-05-15,241805154200,승인,영인크로매스 주식회사<(주)영린기기>,김규현,김규현,"Artificial Perspiration, ISO 3160, stabilized 200ml","Artificial Perspiration, ISO 3160, stabilized 200ml",United States,1,3822.00-3050,WEB,Y,,2018-05-15,,,,,,,,,,,,,,,,,
,558,2018-05-15,241805154317,승인,영인크로매스 주식회사<(주)영린기기>,김규현,김규현,Sodium Eluants for Amino Acids Analysis 950ml X 4 bottle,Sodium Eluants for Amino Acids Analysis 950ml X 4 bottle,United States,10,3822.00-3050,WEB,Y,,2018-05-15,,,,,,,,O,,,,,,,,,
,559,2018-05-15,241805153807,승인,영인크로매스 주식회사<(주)영린기기>,김규현,김규현,"Artificial Perspiration, AATCC (Stabilized) 200ml","Artificial Perspiration, AATCC (Stabilized) 200ml",United States,0.5,3822.00-3050,WEB,Y,,2018-05-15,,,,,,,,,,,,,,,,,
,560,2018-05-15,241805153962,승인,영인크로매스 주식회사<(주)영린기기>,김규현,,Artificial Urine DIN EN 1616:1999 200ml,Artificial Urine DIN EN 1616:1999 200ml,United States,0.5,3822.00-3050,WEB,Y,,2018-05-15,,,,,,,,,,,,,,,,,
,561,2018-05-15,241805154241,승인,영인크로매스 주식회사<(주)영린기기>,김규현,김규현,Lithium Eluants for Amino Acids Analysis 950ml X 4 bottle,Lithium Eluants for Amino Acids Analysis 950ml X 4 bottle,United States,10,3822.00-3050,WEB,Y,,2018-05-15,,,,,,,,,,,,,,,,,
,562,2018-05-15,241805153996,승인,영인크로매스 주식회사<(주)영린기기>,김규현,김규현,"Artificial Perspiration ISO 105-B07/ISO 105-E04, acidic, stabilized 200ml","Artificial Perspiration ISO 105-B07/ISO 105-E04, acidic, stabilized 200ml",United States,1,3822.00-3050,WEB,Y,,2018-05-15,,,,,,,,,,,,,,,,,
,563,2018-05-15,241805154841,승인,영인크로매스 주식회사<(주)영린기기>,김규현,김규현,TRIONE Ninhydrin Reagent 900ml X 4 bottle,TRIONE Ninhydrin Reagent 900ml X 4 bottle,United States,20,3822.00-3050,WEB,Y,,2018-05-15,,,,,,,,,,,,,,,,,
